fiscal_year,month,upi_remitter_banks,total_volume,approved,bd,td,total_debit_reversal_count,debit_reversal_success,units,notes
2021-22,October,City Union Bank,13.49,92.83,6.61,0.56,0.07,92.16,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,DBS Bank India Limited,13.47,94.73,5.02,0.25,0.05,86.16,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,ESAF Small Finance Bank Ltd.,5.5,87.69,9.1,3.21,0.02,80.51,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Equitas Bank,10.53,82.48,14.51,3.01,0.06,43.36,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Federal Bank,50.1,94.77,5.07,0.16,0.22,97.51,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Fino Payments Bank,17.12,79.11,18.3,2.59,0.12,93.7,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,October,HDFC BANK LTD,381.13,94.43,5.27,0.3,1.61,90.55,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,ICICI Bank,262.75,94.89,4.96,0.15,0.88,85.52,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,IDBI Bank Limited,63.23,92.1,5.92,1.98,0.31,72.51,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,IDFC FIRST Bank,24.59,93.96,5.61,0.43,0.1,65.5,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,INDUSIND BANK,35.65,90.62,7.25,2.13,0.25,55.19,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,India Post Payment Bank,32.24,69.38,19.82,10.8,0.8,35.69,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,October,Indian Bank,102.35,85.08,6.59,8.33,1.62,30,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Indian Overseas Bank,50.52,92,6.19,1.81,0.31,66.67,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Jammu and Kashmir Bank,8.35,85.27,11.69,3.04,0.05,63.44,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Karnataka Bank,39.04,88.61,7.52,3.87,0.17,20.43,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Karur Vysya Bank,25.54,89.95,9.22,0.83,0.14,72.06,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Kerala Gramin Bank,6.22,82.33,14.24,3.43,0.06,51.78,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Kotak Mahindra Bank,161.27,93.04,5.89,1.07,0.83,89.42,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Maharashtra Gramin Bank,8.34,85.41,13.9,0.69,0.03,46.02,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Paytm Payments Bank,248.26,95.21,4.72,0.07,1.01,98.27,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,October,Pragathi Krishna Gramin Bank,9.07,80.94,11.57,7.49,0.07,25.22,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Punjab National Bank,205.66,88.51,7.08,4.41,2.54,82.08,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Punjab and Sind Bank,9.31,69.08,15.22,15.7,0.06,5.1,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,October,Purvanchal Bank,5.54,73.35,19.45,7.2,0.03,15.23,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,October,RBL,5.42,92.1,7.79,0.11,0.03,97.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Rajasthan Marudhara Gramin Bank,5.83,82.72,15.37,1.91,0.02,28.79,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Saraswat Bank,9.57,94.02,5.29,0.69,0.07,93.74,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Sarva Haryana Gramin Bank,5.05,89.7,8.15,2.15,0.06,71.94,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,South Indian Bank,17.11,92.41,7.53,0.06,0.06,98.51,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Standard Chartered,11.97,94.6,3.38,2.02,0.09,62.52,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,State Bank Of India,1193.24,92.02,7.02,0.96,7.15,99.43,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Tamilnad Mercantile Bank,10.38,69.49,10.07,20.44,0.45,65.18,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,October,UCO Bank,44.76,88.09,7.08,4.83,0.26,34.76,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Ujjivan Small Finance Bank,10.21,90.77,7.95,1.28,0.05,43.72,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,October,Union Bank of India,256.7,88.23,10.3,1.47,1.16,39.88,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,October,Yes Bank Ltd,48.12,94.84,4.6,0.56,0.08,48.5,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,AU Small Finance Bank,7.47,93.06,6.46,0.48,0.07,92.03,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Airtel Payments Bank,46.68,86.85,12.08,1.07,0.41,81.26,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Andhra Pradesh Grameena Vikas Bank,8.95,79.97,17.91,2.12,0.11,30.86,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,September,Andhra Pragathi Grameena Bank,5.95,73.12,23.8,3.08,0.13,18.43,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,September,Axis Bank Ltd,214.22,95.19,4.14,0.67,1.5,60.12,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,September,Bandhan Bank,15.93,82.62,9.28,8.1,0.18,10.77,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Bank Of Baroda,231.73,92.28,7.53,0.19,1.38,98.46,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Bank Of India,135.81,93.95,4.9,1.15,1.73,79.26,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Bank Of Maharashtra,46.64,90.27,7.57,2.16,0.35,68.25,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Baroda Rajasthan Kshetriya Gramin Bank,4.36,85.44,10.22,4.34,0.12,27.91,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Canara Bank,163.54,91.38,8.25,0.37,1.24,93.72,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Central Bank Of India,79.06,92.35,6.9,0.75,0.94,85.45,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Citibank,13.05,92.6,4.08,3.32,0.44,98.75,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,City Union Bank,12.01,92.89,6.59,0.52,0.08,94.14,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,DBS Bank India Limited,12.27,94.7,5.02,0.28,0.07,93.07,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,ESAF Small Finance Bank Ltd.,4.66,89.57,7.36,3.07,0.03,22.47,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Equitas Bank,8.69,83.24,14.5,2.26,0.12,52.68,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Federal Bank,43.42,94.59,5.2,0.21,0.25,93.34,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Fino Payments Bank,13.87,81.03,17.55,1.42,0.13,94.9,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,HDFC Bank Ltd,327.32,94.77,5.16,0.07,1.7,98.43,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,ICICI Bank,225.22,94.29,5.16,0.55,2.06,43.31,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,IDBI Bank Limited,55.6,93.75,5.89,0.36,0.39,89.49,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,IDFC First Bank,21.28,92.75,6.37,0.88,0.23,64.71,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,India Post Payment Bank,25.54,79.69,17.82,2.49,0.36,54.46,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,September,Indian Bank,89.65,87.35,7.81,4.84,2.66,49.55,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Indian Overseas Bank,44.84,91.94,6.46,1.6,0.44,83.61,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,IndusInd Bank,29.99,89.39,7.03,3.58,1.03,89.94,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Jammu And Kashmir Bank,6.56,87.08,10.98,1.94,0.07,69.4,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Karnataka Bank,35.81,83.17,7.76,9.07,1.35,16.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Karur Vysya Bank,22.84,90.49,8.74,0.77,0.18,78.34,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Kerala Gramin Bank,5.51,83.31,14.21,2.48,0.06,90.31,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Kotak Mahindra Bank,137.75,92.72,5.74,1.54,2.09,83.86,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Maharashtra Gramin Bank,7.19,85.11,14.06,0.83,0.06,52.07,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Paytm Payments Bank,212.36,94.83,5.05,0.12,1.06,95.58,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Pragathi Krishna Gramin Bank,8.3,84.09,13.2,2.71,0.12,62.94,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Punjab And Sind Bank,8.8,64.45,13.99,21.56,1.45,7.61,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,September,Punjab National Bank,179.64,92.8,6.5,0.7,1.8,83.46,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Purvanchal Bank,4.58,76.7,19.82,3.48,0.11,27.98,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,September,RBL,4.66,90.37,8.18,1.45,0.05,52.23,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Rajasthan Marudhara Gramin Bank,5.14,82.79,15.34,1.87,0.08,32.14,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Saraswat Bank,8.04,94.64,4.52,0.84,0.07,69.92,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Sarva Haryana Gramin Bank,4.38,89.48,8.17,2.35,0.07,66.24,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,South Indian Bank,15.2,92.97,6.76,0.27,0.09,95.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Standard Chartered,10.39,94.29,3.18,2.53,0.09,78.42,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,State Bank Of India,1036.45,89.52,7,3.48,14.87,96.04,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Tamilnad Mercantile Bank,8.95,81.49,7.97,10.54,0.58,90.22,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,UCO Bank,39.01,88.18,7.46,4.36,0.9,29.47,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Ujjivan Small Finance Bank,9.09,90.11,8.15,1.74,0.14,46.72,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,September,Union Bank Of India,195.42,88.56,10.66,0.78,1.87,67.35,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,September,Yes Bank Ltd,39.88,94.4,4.52,1.08,0.38,46.99,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,AU small Finance Bank,6.96,93.08,6.46,0.46,0.07,92.12,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Airtel Payments Bank,46,86.55,12.43,1.02,0.41,81.72,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Andhra Pradesh Grameena Vikas Bank,9.23,77.79,18.89,3.31,0.13,23.31,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,August,Andhra Pragathi Grameena Bank,6.56,63.86,33.99,2.15,0.15,43.53,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,August,Axis Bank Ltd.,235.25,95.92,3.62,0.46,1.29,70.47,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,August,Bandhan Bank,14.67,87.52,7.17,5.31,0.11,11.43,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Bank of Baroda,219.01,92.58,7.21,0.21,1.39,98.47,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Bank of India,129.28,94.42,4.82,0.76,1.25,75.49,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Bank of Maharashtra,44.88,92.67,7.02,0.31,0.25,86.47,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Baroda Rajasthan Kshetriya Gramin Bank,4.15,84.63,9.48,5.89,0.07,74.87,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Canara Bank,153.75,91.4,7.95,0.66,1.16,93.65,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Central Bank Of India,75.71,92.22,7.05,0.74,0.93,72.07,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Citibank,13.2,93.88,4.45,1.67,0.05,99.48,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,City Union Bank,11.49,92.91,6.8,0.29,0.07,99.47,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,DBS Bank India Limited,12.21,94.81,4.85,0.34,0.08,94.76,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,ESAF Small Finance Bank Ltd.,4.1,90.93,7.22,1.85,0.02,3.03,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Equitas Bank,7.41,84.33,15.24,0.43,0.07,80.07,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Federal Bank,40.38,94.94,4.91,0.15,0.22,96.04,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Fino Payments Bank,12.2,80.52,17.8,1.68,0.1,98.73,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,HDFC BANK LTD,314.36,95,4.71,0.28,2.21,96.84,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,ICICI Bank,217.79,94.79,5.13,0.08,1.06,87.16,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,IDBI Bank Limited,53.18,93.84,5.76,0.4,0.39,86.48,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,IDFC FIRST Bank,19.85,91.98,7.24,0.78,0.22,81.49,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,INDUSIND BANK,28.76,92.41,7.3,0.29,0.23,99.02,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,India Post Payment Bank,20.39,85.99,13.28,0.73,0.2,68.97,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Indian Bank,86.39,81.32,14.37,4.31,2.31,52.72,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Indian Overseas Bank,43.07,92.47,7.25,0.27,0.3,95.59,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Jammu and Kashmir Bank,6,86.67,9.63,3.7,0.06,67.81,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Karnataka Bank,34.56,87.1,7.81,5.1,0.85,28.25,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Karur Vysya Bank,21.88,91.33,8.34,0.33,0.15,91.97,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Kerala Gramin Bank,4.99,85.75,13.47,0.78,0.03,94.08,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Kotak Mahindra Bank,129.15,93.82,5.58,0.59,1.01,91.51,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Maharashtra Gramin Bank,7.13,81.05,17,1.94,0.09,29.6,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Paytm Payments Bank,212.37,95.07,4.74,0.19,1.26,88.73,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,August,Pragathi Krishna Gramin Bank,7.66,82.43,16.76,0.82,0.08,74.98,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Punjab National Bank,173.85,86.19,8.3,5.51,6.05,74.48,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Punjab and Sind Bank,7.81,82.19,10.83,6.98,0.44,14.04,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Purvanchal Bank,4.08,75.94,20.56,3.5,0.1,27.99,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Poor Performance
2021-22,August,RBL,4.57,90.82,8.44,0.74,0.03,90.62,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Rajasthan Marudhara Gramin Bank,4.96,82.8,15.43,1.77,0.07,41.12,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,Saraswat Bank,7.9,94.79,4.63,0.58,0.08,91.41,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Sarva Haryana Gramin Bank,4.24,87.7,7.75,4.55,0.03,90.62,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Moderate Performance
2021-22,August,South Indian Bank,14.2,93.78,6.15,0.08,0.07,99.89,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
2021-22,August,Standard Chartered,10.27,96.51,3.08,0.41,0.07,90.8,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Excellent Performance
2021-22,August,State Bank Of India,1018.15,90.6,6.73,2.66,11.09,87.39,"total_volume in millions, approved in percentage, bd in percentage, td in percentage, total_debit_reversal_count in millions, debit_reversal_success in percentage",Good Performance
